"advertiserId";"programmeName";"conversionRate";"approvalRate";"epc";"launchDate";"paymentStatus";"paymentRiskLevel";"awinIndex";"feedEnabled";"productReporting";"commissionMin";"commissionMax";"leadMin";"leadMax";"cookieLength";"parentSectors";"subSectors";"primarySector";"averagePaymentTime";"primaryRegion";"descriptionShort";"logoUrl";"displayUrl"
"124604";"ArmyBR";"8.38628";"91.62";"1.46";"2026-03-02";"amber";"exposurelevel2";"85.0962";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Clothing|Menswear|Sportswear|Womenswear";"Sportswear";"58";"BR";"A ARMYBR é uma marca brasileira especializada em produtos táticos, outdoor e militares, criada para atender profissionais, aventureiros e entusiastas que buscam qualidade, resistência e alto desempenho. Com foco em inovação, funcionalidade e durabilidade.";"https://ui.awin.com/images/upload/merchant/profile/124604.png";"https://www.armybr.com.br/"
"108628";"FastShop B2B (BR)";"4.41879";"94.96";"3.57";"2024-12-17";"amber";"exposurelevel2";"58.1735";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Audio Visual|Electronic Accessories|Electronic Superstore|White Goods";"Electronic Superstore";"89";"BR";"Fast Shop é uma rede de lojas que tem como foco Encantar o cliente, por isso as lojas têm design arrojado, ambiente acolhedor e layout ergonômico que oferecem aos consumidores: exposição, experimentação, entretenimento, pós-venda e serviços diferenciados.";"https://ui.awin.com/images/upload/merchant/profile/108628.png";"https://empresas.fastshop.com.br/"
"23524";"Dufrio BR";"3.73034";"66.46";"3.89";"2021-06-07";"green";"none";"55.3601";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Electronic Accessories|Home & Garden|White Goods";"White Goods";"42";"BR";"Há 23 anos no mercado, a Refrigeração Dufrio oferece soluções completas em refrigeração e ar condicionado. Comprometida em surpreender os clientes e com a qualidade dos mínimos detalhes, a empresa aposta na personalização dos serviços.";"https://ui.awin.com/images/upload/merchant/profile/23524.png";"https://www.dufrio.com.br/"
"32787";"Lojas taQi BR";"6.52258";"88.85";"1.57";"2022-09-13";"green";"none";"64.6646";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Department Stores|White Goods";"Department Stores";"45";"BR";"A taQi é uma empresa especializada no comércio varejo de eletrônicos, eletrônicos, móveis e decoração, ferramentas, informática, construção, entre outras. Um braço do Grupo Herval , a taQi tem lojas físicas em mais de 80 cidades do Rio Grande do Sul.";"https://ui.awin.com/images/upload/merchant/profile/32787.png";"https://www.taqi.com.br/"
"64084";"Extrafarma BR";"6.81091";"90.23";"0.84";"2023-11-21";"green";"none";"58.8318";"no";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty|Pharmaceuticals";"Pharmaceuticals";"58";"BR";"A Extrafarma é uma rede de drogarias que se destaca no cenário farmacêutico brasileiro. Possuem uma extensa linha de medicamentos, produtos de higiene pessoal, cosméticos e itens de cuidados para toda a família.";"https://ui.awin.com/images/upload/merchant/profile/64084.png";"https://www.extrafarma.com.br/"
"68224";"Drogal BR";"9.35845";"73.66";"1.08";"2024-06-26";"green";"none";"59.9467";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Pharmaceuticals";"Pharmaceuticals";"43";"BR";"Administrada pela terceira geração da família, hoje, a Rede Drogal é uma das mais tradicionais redes de drogarias no interior de São Paulo, que já conquistou clientes de todos os estados do Brasil por meio de seu e-commerce.";"https://ui.awin.com/images/upload/merchant/profile/68224.png";"https://www.drogal.com.br/"
"17631";"Loccitane Au Bresil BR";"3.86217";"95.67";"0.93";"2020-06-10";"green";"none";"70.3387";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"41";"BR";"L'Occitane au Brésil é uma marca de perfume e fragâncias, pentencente ao grupo L'Occitane.";"https://ui.awin.com/images/upload/merchant/profile/17631.png";"https://br.loccitaneaubresil.com/"
"118923";"Truss BR";"";"0.00";"0.00";"2025-09-02";"green";"none";"0";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"41";"BR";"Nascida no Brasil e hoje presente em quase 40 países, a TRUSS é sinônimo de excelência em cuidados capilares. Com mais de 20 anos de história, a marca conquistou a confiança de consumidores exigentes e profissionais da beleza.";"https://ui.awin.com/images/upload/merchant/profile/118923.png";"https://www.trussprofessional.com.br"
"122502";"Zupper BR";"4.47166";"75.00";"0.57";"2026-03-24";"amber";"exposurelevel2";"56.279";"no";"yes";"0";"0";"0";"0";"30";"Travel";"Airlines|Hotels & Accommodation|Tourism & Attractions";"Airlines";"null";"BR";"A Zupper Viagens é uma plataforma inovadora que visa proporcionar a melhor experiência de compra para viajantes, oferecendo os melhores preços e um atendimento excepcional, sempre com a essência brasileira presente em cada detalhe.";"https://ui.awin.com/images/upload/merchant/profile/122502.png";"https://www.zupper.com.br/"
"122914";"Vhita BR";"21.3416";"99.93";"4.60";"2026-01-07";"amber";"exposurelevel2";"92.0972";"yes";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty|Pharmaceuticals";"Health & Beauty";"56";"BR";"A Vhita é uma marca de suplementos premium focada em fórmulas seguras, puras e eficientes. Trabalha com ingredientes de alta qualidade, certificações internacionais e produtos pensados para resultados reais no dia a dia — energia, foco, saúde e bem-estar.";"https://ui.awin.com/images/upload/merchant/profile/122914.png";"https://www.vhita.com.br"
"17818";"Evino BR";"4.95874";"92.06";"0.82";"2020-08-28";"green";"none";"55.8004";"no";"yes";"0";"0";"1847.84";"1847.84";"1";"Retail & Shopping";"Wine Spirits & Tobacco";"Wine, Spirits & Tobacco";"74";"BR";"A Evino é uma loja de vinhos online que oferece grandes descontos em produtos altamente qualificados. Venha experimentar um novo conceito de degustar o sabor da vida!";"https://ui.awin.com/images/upload/merchant/profile/17818.png";"https://www.evino.com.br"
"17612";"eLens BR";"5.34171";"98.15";"1.30";"2020-05-13";"amber";"exposurelevel2";"71.6377";"yes";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty|Pharmaceuticals";"Health & Beauty";"73";"BR";"A e-lens oferece facilidade, rapidez e segurança para adquirir exatamente as lentes de contato e soluções de assepsia receitadas pelo médico oftalmologista.";"https://ui.awin.com/images/upload/merchant/profile/17612.png";"https://www.elens.com.br/"
"120027";"Hugrug.co.uk";"10.1339";"94.45";"0.10";"2025-09-19";"amber";"exposurelevel4";"52.5147";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Furniture & Soft Furnishings|Green (Eco friendly)|Home & Garden";"Home & Garden";"113";"GB";"The original creator of the washable rug. Designed for every home, Hug Rug’s collections span environmentally conscious doormats, runners, rugs, bath mats and more – all designed to help reduce plastic waste and support greener living.";"https://ui.awin.com/images/upload/merchant/profile/120027.png";"https://hugrug.co.uk/"
"28775";"Authentic Feet BR";"6.47071";"95.21";"1.60";"2022-06-06";"amber";"exposurelevel2";"56.81";"no";"yes";"0";"0";"0";"0";"15";"Retail & Shopping";"Shoes";"Shoes";"92";"BR";"Nascemos há 25 anos da paixão pelo esporte e estamos sempre acompanhando e oferecendo as principais tendências do globo a todas nossas consumidoras. Somos a principal parceira estratégica dos players globais: Nike, adidas, Puma, Converse dentre outros.";"https://ui.awin.com/images/upload/merchant/profile/28775.png";"https://www.authenticfeet.com.br/"
"18879";"Aliexpress BR & LATAM";"5.97449";"78.56";"0.06";"2020-05-27";"amber";"exposurelevel4";"41.3337";"yes";"no";"2.6";"2.6";"0";"0";"100";"Retail & Shopping";"Department Stores";"Department Stores";"76";"BU";"Um dos maiores ecommerces do mundo, com preços agressivos e excelente promoções. Não perca essa!";"https://ui.awin.com/images/upload/merchant/profile/18879.png";"https://www.aliexpress.com/"
"118977";"Lauri Esporte";"6.73056";"100.00";"7.27";"2025-08-27";"amber";"exposurelevel2";"84.4574";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Menswear|Shoes|Sports Equipment|Sportswear|Womenswear";"Shoes";"37";"BR";"Tenha acesso as melhores marcas de tênis em uma loja só, com frete grátis, desconto no pix e cashback! As melhores marcas esportivas estão aqui! 17 anos de loja!";"https://ui.awin.com/images/upload/merchant/profile/118977.png";"https://www.lauriesporte.com.br/"
"123706";"Ouros Jewels";"4.31104";"100.00";"0.90";"2026-02-06";"amber";"exposurelevel2";"69.401";"no";"yes";"0";"0";"0";"0";"30";"";"Childrenswear|Gifts & Flowers|Jewellery|Menswear|Womenswear";"Jewellery";"66";"US";"Ouros Jewels offers affordable lab grown diamond jewelry, including engagement rings and fine jewelry. IGI-certified diamonds, high average order value, global shipping, and 30-day tracking for affiliates.";"https://ui.awin.com/images/upload/merchant/profile/123706.png";"https://ourosjewels.com/"
"17648";"C&A BR";"0.814724";"84.47";"0.59";"2020-05-28";"green";"none";"44.2165";"yes";"yes";"3";"3";"0";"0";"30";"Retail & Shopping";"Childrenswear|Clothing|Clothing Accessories|Menswear|Shoes|Womenswear";"Clothing";"60";"BR";"""Agora você pode também ter uma experiência de moda incrível com a C&A na internet. Acesse nosso novo site, cea.com.br, confira as novidades da nossa loja virtual e abuse da moda"".";"https://ui.awin.com/images/upload/merchant/profile/17648.png";"https://www.cea.com.br"
"126881";"Nutrinixy - AI Calorie Tracker";"";"0.00";"0.00";"2026-05-14";"amber";"exposurelevel1";"0";"no";"no";"0";"0";"0";"0";"30";"";"Health & Beauty|Lead Gen|Business Services (B2B)|Entertainment Downloads|Lead Gen|Mobile Downloads|Mobile Pay As You Go|Software Downloads";"Health & Beauty";"null";"US";"Affiliate Terms: RevShare model with 30% LIFETIME payout. Earn recurring commissions from every subscription and all future renewals made by referred users. GEO: Worldwide (WW).";"https://ui.awin.com/images/upload/merchant/profile/126881.png";"https://nutrinixy.com/"
"90211";"Fast Technology Limited";"1.18601";"27.43";"0.09";"2025-08-05";"green";"none";"19.5405";"yes";"yes";"0";"0";"0";"0";"90";"Retail & Shopping";"Computers";"Computers";"71";"US";"About FastestVPNFastestVPN is one of the leading VPN service providers in the world, allowing users across the globe to anonymously and privately browse the web without restrictions.";"https://ui.awin.com/images/upload/merchant/profile/90211.png";"https://fastestvpn.com"
"32675";"PUMA BR";"2.3663";"83.74";"1.03";"2022-10-25";"green";"none";"64.151";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Sportswear";"Sportswear";"44";"BR";"A combinação do estilo urbano e esportivo marca presença na Loja Online Oficial da PUMA. A marca não se limita à prática de esportes. Conforto e tecnologia em roupas e calçados que navegam entre o esporte e o casual.";"https://ui.awin.com/images/upload/merchant/profile/32675.png";"https://br.puma.com/"
"100553";"Calvin Klein BR";"11.1888";"97.10";"4.63";"2024-09-16";"green";"none";"75.4905";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Clothing";"Clothing";"58";"BR";"DESCRIÇÃOA Calvin Klein é uma das líderes globais dentre as marcas do universo da moda e do lifestyle, com uma história de ideais ousados, não conformistas e que representam tudo que fazemosMODELO DE ATRIBUIÇÃO:  Last Click Awin: transações onde a Awin";"https://ui.awin.com/images/upload/merchant/profile/100553.png";"https://www.calvinklein.com.br/"
"17658";"Natura BR";"1.6371";"83.73";"0.27";"2019-06-29";"green";"none";"56.6744";"yes";"yes";"0";"0";"0.01";"0.01";"7";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"49";"BR";"Natura é uma empresa brasileira que atua no setor de produtos de tratamento para o rosto e o corpo, banho, óleos corporais, perfumaria, cabelos, proteção solar, infantil e higiene oral.";"https://ui.awin.com/images/upload/merchant/profile/17658.png";"https://www.natura.com.br/"
